Unnamed: 0,formula_id,category,token_range,token_count,latex_formula,url,modality,transcription_text,ssml_text,survey_id,item_order,formula_row,respondent_id,annotation,formula_match,difficult_parts,pauses_helpful,emphasis_helpful,speech_rate_helpful,explanatory_info_helpful,timestamp,sounded clear,pronounced the words correctly,sounded natural,was comfortable to listen to throughout the survey,sounded like a real teacher,Gender,Age Group,Nationality,Highest Educational Degree,Which area best describes your field of study?,Mathematical Background,English Proficiency,Device Used to Complete the Survey,Audio Equipment used,audio_duration_sec
25,https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium|{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},Chemistry,11-20,11,{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium,extended,"Under Raoult’s law, capital K subscript i, the capital K value for component i, equals, the fraction with numerator, capital P subscript i, superscript star, meaning the vapor pressure of pure component i, and denominator, capital P, meaning the total pressure.","<prosody rate=""slow"">Under Raoult’s law,<break time=""250ms""/> <emphasis>capital K subscript i</emphasis>,<break time=""150ms""/> the capital K value for component i,<break time=""250ms""/> <emphasis>equals</emphasis>,<break time=""250ms""/> the fraction with numerator,<break time=""200ms""/> <emphasis>capital P subscript i, superscript star</emphasis>,<break time=""150ms""/> meaning the vapor pressure of pure component i,<break time=""250ms""/> and denominator,<break time=""200ms""/> <emphasis>capital P</emphasis>,<break time=""150ms""/> meaning the total pressure.</prosody>",2,12,2,study2_r3,2B,4,Superscripts and exponents,4,5,4,3.0,2026/07/04 3:24:07 PM OESZ,4,5,4,4,2,Male,35-44,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,Earbuds,23.04
25,https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium|{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},Chemistry,11-20,11,{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium,extended,"Under Raoult’s law, capital K subscript i, the capital K value for component i, equals, the fraction with numerator, capital P subscript i, superscript star, meaning the vapor pressure of pure component i, and denominator, capital P, meaning the total pressure.","<prosody rate=""slow"">Under Raoult’s law,<break time=""250ms""/> <emphasis>capital K subscript i</emphasis>,<break time=""150ms""/> the capital K value for component i,<break time=""250ms""/> <emphasis>equals</emphasis>,<break time=""250ms""/> the fraction with numerator,<break time=""200ms""/> <emphasis>capital P subscript i, superscript star</emphasis>,<break time=""150ms""/> meaning the vapor pressure of pure component i,<break time=""250ms""/> and denominator,<break time=""200ms""/> <emphasis>capital P</emphasis>,<break time=""150ms""/> meaning the total pressure.</prosody>",2,12,2,study2_r4,2B,5,Nothing was difficult,5,4,4,4.0,2026/07/05 4:31:01 PM OESZ,4,4,3,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Mathematics;Statistics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,External speakers,23.04
25,https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium|{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},Chemistry,11-20,11,{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium,extended,"Under Raoult’s law, capital K subscript i, the capital K value for component i, equals, the fraction with numerator, capital P subscript i, superscript star, meaning the vapor pressure of pure component i, and denominator, capital P, meaning the total pressure.","<prosody rate=""slow"">Under Raoult’s law,<break time=""250ms""/> <emphasis>capital K subscript i</emphasis>,<break time=""150ms""/> the capital K value for component i,<break time=""250ms""/> <emphasis>equals</emphasis>,<break time=""250ms""/> the fraction with numerator,<break time=""200ms""/> <emphasis>capital P subscript i, superscript star</emphasis>,<break time=""150ms""/> meaning the vapor pressure of pure component i,<break time=""250ms""/> and denominator,<break time=""200ms""/> <emphasis>capital P</emphasis>,<break time=""150ms""/> meaning the total pressure.</prosody>",2,12,2,study2_r5,2B,4,Superscripts and exponents,4,4,4,4.0,2026/07/14 12:58:15 AM OESZ,4,4,3,3,3,Male,25-34,Germany,Bachelor's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Intermediate (B1-B2),Desktop computer,Headphones,23.04
3,https://en.wikipedia.org/wiki/Delta-O-18|{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},Chemistry,31-40,34,{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},https://en.wikipedia.org/wiki/Delta-O-18,standard,"Delta superscript eighteen, capital O, equals, open parenthesis, the fraction whose numerator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript sample, and whose denominator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript standard, close fraction, minus one, close parenthesis, times one thousand, per mille.","<prosody rate=""slow"">Delta superscript eighteen, capital O, equals,<break time=""200ms""/> open parenthesis,<break time=""150ms""/> the fraction whose numerator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript sample,<break time=""200ms""/> and whose denominator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript standard,<break time=""200ms""/> close fraction,<break time=""150ms""/> <emphasis level=""moderate"">minus one</emphasis>,<break time=""150ms""/> close parenthesis,<break time=""150ms""/> times one thousand,<break time=""150ms""/> <emphasis level=""moderate"">per mille.</emphasis></prosody>",3,1,4,study3_r1,4A,4,Fractions and divisions structures,4,4,5,,2026/06/28 7:53:57 PM OESZ,4,4,3,4,3,Male,35-44,Germany,Master's Degree (or comparable university degree),Economics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,Earbuds,40.907666666666664
3,https://en.wikipedia.org/wiki/Delta-O-18|{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},Chemistry,31-40,34,{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},https://en.wikipedia.org/wiki/Delta-O-18,standard,"Delta superscript eighteen, capital O, equals, open parenthesis, the fraction whose numerator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript sample, and whose denominator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript standard, close fraction, minus one, close parenthesis, times one thousand, per mille.","<prosody rate=""slow"">Delta superscript eighteen, capital O, equals,<break time=""200ms""/> open parenthesis,<break time=""150ms""/> the fraction whose numerator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript sample,<break time=""200ms""/> and whose denominator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript standard,<break time=""200ms""/> close fraction,<break time=""150ms""/> <emphasis level=""moderate"">minus one</emphasis>,<break time=""150ms""/> close parenthesis,<break time=""150ms""/> times one thousand,<break time=""150ms""/> <emphasis level=""moderate"">per mille.</emphasis></prosody>",3,1,4,study3_r2,4A,4,Superscripts and exponents,5,4,5,,2026/07/04 3:08:54 PM OESZ,4,4,3,4,3,Male,25-34,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Desktop computer,Headphones,40.907666666666664
3,https://en.wikipedia.org/wiki/Delta-O-18|{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},Chemistry,31-40,34,{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},https://en.wikipedia.org/wiki/Delta-O-18,standard,"Delta superscript eighteen, capital O, equals, open parenthesis, the fraction whose numerator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript sample, and whose denominator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript standard, close fraction, minus one, close parenthesis, times one thousand, per mille.","<prosody rate=""slow"">Delta superscript eighteen, capital O, equals,<break time=""200ms""/> open parenthesis,<break time=""150ms""/> the fraction whose numerator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript sample,<break time=""200ms""/> and whose denominator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript standard,<break time=""200ms""/> close fraction,<break time=""150ms""/> <emphasis level=""moderate"">minus one</emphasis>,<break time=""150ms""/> close parenthesis,<break time=""150ms""/> times one thousand,<break time=""150ms""/> <emphasis level=""moderate"">per mille.</emphasis></prosody>",3,1,4,study3_r3,4A,4,"Brackets and grouping (e.g. ""(..)"" or ""{..}"")",4,4,4,,2026/07/08 11:49:10 PM OESZ,4,4,4,4,4,Female,55-64,Germany,Master's Degree (or comparable university degree),Humanities and Languages,"Secondary school mathematics (functions, logarithms, trigonometry)",Intermediate (B1-B2),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",40.907666666666664
3,https://en.wikipedia.org/wiki/Delta-O-18|{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},Chemistry,31-40,34,{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},https://en.wikipedia.org/wiki/Delta-O-18,standard,"Delta superscript eighteen, capital O, equals, open parenthesis, the fraction whose numerator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript sample, and whose denominator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript standard, close fraction, minus one, close parenthesis, times one thousand, per mille.","<prosody rate=""slow"">Delta superscript eighteen, capital O, equals,<break time=""200ms""/> open parenthesis,<break time=""150ms""/> the fraction whose numerator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript sample,<break time=""200ms""/> and whose denominator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript standard,<break time=""200ms""/> close fraction,<break time=""150ms""/> <emphasis level=""moderate"">minus one</emphasis>,<break time=""150ms""/> close parenthesis,<break time=""150ms""/> times one thousand,<break time=""150ms""/> <emphasis level=""moderate"">per mille.</emphasis></prosody>",3,1,4,study3_r4,4A,3,Fractions and divisions structures;Superscripts and exponents;Subscripts and indices,4,4,4,,2026/07/10 12:03:10 PM OESZ,4,4,4,4,3,Male,35-44,Germany,Bachelor's Degree (or comparable university degree),Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",40.907666666666664
3,https://en.wikipedia.org/wiki/Delta-O-18|{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},Chemistry,31-40,34,{\displaystyle \delta ^{18}O={\Biggl (}{\frac {{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{sample}}{{\bigl (}{\frac {^{18}O}{^{16}O}}{\bigr )}_{standard}}}-1{\Biggr )}*1000\ ^{o}\!/\!_{oo}},https://en.wikipedia.org/wiki/Delta-O-18,standard,"Delta superscript eighteen, capital O, equals, open parenthesis, the fraction whose numerator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript sample, and whose denominator is, open parenthesis, superscript eighteen, capital O, over, superscript sixteen, capital O, close parenthesis, subscript standard, close fraction, minus one, close parenthesis, times one thousand, per mille.","<prosody rate=""slow"">Delta superscript eighteen, capital O, equals,<break time=""200ms""/> open parenthesis,<break time=""150ms""/> the fraction whose numerator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript sample,<break time=""200ms""/> and whose denominator is,<break time=""150ms""/> open parenthesis,<break time=""100ms""/> superscript eighteen, capital O,<break time=""100ms""/> over,<break time=""100ms""/> superscript sixteen, capital O,<break time=""100ms""/> close parenthesis,<break time=""100ms""/> subscript standard,<break time=""200ms""/> close fraction,<break time=""150ms""/> <emphasis level=""moderate"">minus one</emphasis>,<break time=""150ms""/> close parenthesis,<break time=""150ms""/> times one thousand,<break time=""150ms""/> <emphasis level=""moderate"">per mille.</emphasis></prosody>",3,1,4,study3_r5,4A,4,Superscripts and exponents,4,4,4,,2026/07/14 1:36:14 AM OESZ,4,4,4,4,3,Male,25-34,Germany,Doctorate / PhD (or comparable university degree),Mathematics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,Headphones,40.907666666666664
17,"https://en.wikipedia.org/wiki/Brewster%27s_angle|{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",Physics,11-20,15,"{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",https://en.wikipedia.org/wiki/Brewster%27s_angle,standard,"Lowercase theta subscript capital B, equals, the arctangent of the quantity, open parenthesis, n subscript two divided by, n subscript one, close parenthesis.","<prosody rate=""slow"">Lowercase theta subscript capital B,<break time=""250ms""/> equals,<break time=""300ms""/> <emphasis level=""moderate"">the arctangent</emphasis> of the quantity,<break time=""200ms""/> open parenthesis,<break time=""200ms""/> <prosody rate=""x-slow"">n subscript two divided by,<break time=""150ms""/> n subscript one</prosody>,<break time=""200ms""/> close parenthesis.</prosody>",3,2,18,study3_r1,18A,4,"Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral)",4,4,4,,2026/06/28 7:53:57 PM OESZ,4,4,3,4,3,Male,35-44,Germany,Master's Degree (or comparable university degree),Economics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,Earbuds,14.889833333333334
17,"https://en.wikipedia.org/wiki/Brewster%27s_angle|{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",Physics,11-20,15,"{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",https://en.wikipedia.org/wiki/Brewster%27s_angle,standard,"Lowercase theta subscript capital B, equals, the arctangent of the quantity, open parenthesis, n subscript two divided by, n subscript one, close parenthesis.","<prosody rate=""slow"">Lowercase theta subscript capital B,<break time=""250ms""/> equals,<break time=""300ms""/> <emphasis level=""moderate"">the arctangent</emphasis> of the quantity,<break time=""200ms""/> open parenthesis,<break time=""200ms""/> <prosody rate=""x-slow"">n subscript two divided by,<break time=""150ms""/> n subscript one</prosody>,<break time=""200ms""/> close parenthesis.</prosody>",3,2,18,study3_r2,18A,4,"Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral)",5,5,4,,2026/07/04 3:08:54 PM OESZ,4,4,3,4,3,Male,25-34,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Desktop computer,Headphones,14.889833333333334
17,"https://en.wikipedia.org/wiki/Brewster%27s_angle|{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",Physics,11-20,15,"{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",https://en.wikipedia.org/wiki/Brewster%27s_angle,standard,"Lowercase theta subscript capital B, equals, the arctangent of the quantity, open parenthesis, n subscript two divided by, n subscript one, close parenthesis.","<prosody rate=""slow"">Lowercase theta subscript capital B,<break time=""250ms""/> equals,<break time=""300ms""/> <emphasis level=""moderate"">the arctangent</emphasis> of the quantity,<break time=""200ms""/> open parenthesis,<break time=""200ms""/> <prosody rate=""x-slow"">n subscript two divided by,<break time=""150ms""/> n subscript one</prosody>,<break time=""200ms""/> close parenthesis.</prosody>",3,2,18,study3_r3,18A,3,"Brackets and grouping (e.g. ""(..)"" or ""{..}"")",3,3,3,,2026/07/08 11:49:10 PM OESZ,4,4,4,4,4,Female,55-64,Germany,Master's Degree (or comparable university degree),Humanities and Languages,"Secondary school mathematics (functions, logarithms, trigonometry)",Intermediate (B1-B2),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",14.889833333333334
17,"https://en.wikipedia.org/wiki/Brewster%27s_angle|{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",Physics,11-20,15,"{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",https://en.wikipedia.org/wiki/Brewster%27s_angle,standard,"Lowercase theta subscript capital B, equals, the arctangent of the quantity, open parenthesis, n subscript two divided by, n subscript one, close parenthesis.","<prosody rate=""slow"">Lowercase theta subscript capital B,<break time=""250ms""/> equals,<break time=""300ms""/> <emphasis level=""moderate"">the arctangent</emphasis> of the quantity,<break time=""200ms""/> open parenthesis,<break time=""200ms""/> <prosody rate=""x-slow"">n subscript two divided by,<break time=""150ms""/> n subscript one</prosody>,<break time=""200ms""/> close parenthesis.</prosody>",3,2,18,study3_r4,18A,4,Capitalization,3,4,3,,2026/07/10 12:03:10 PM OESZ,4,4,4,4,3,Male,35-44,Germany,Bachelor's Degree (or comparable university degree),Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",14.889833333333334
17,"https://en.wikipedia.org/wiki/Brewster%27s_angle|{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",Physics,11-20,15,"{\displaystyle \theta _{\mathrm {B} }=\arctan \!\left({\frac {n_{2}}{n_{1}}}\right)\!,}",https://en.wikipedia.org/wiki/Brewster%27s_angle,standard,"Lowercase theta subscript capital B, equals, the arctangent of the quantity, open parenthesis, n subscript two divided by, n subscript one, close parenthesis.","<prosody rate=""slow"">Lowercase theta subscript capital B,<break time=""250ms""/> equals,<break time=""300ms""/> <emphasis level=""moderate"">the arctangent</emphasis> of the quantity,<break time=""200ms""/> open parenthesis,<break time=""200ms""/> <prosody rate=""x-slow"">n subscript two divided by,<break time=""150ms""/> n subscript one</prosody>,<break time=""200ms""/> close parenthesis.</prosody>",3,2,18,study3_r5,18A,4,"Brackets and grouping (e.g. ""(..)"" or ""{..}"")",4,4,4,,2026/07/14 1:36:14 AM OESZ,4,4,4,4,3,Male,25-34,Germany,Doctorate / PhD (or comparable university degree),Mathematics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,Headphones,14.889833333333334
32,"http://en.wikipedia.org/wiki/McCallum_rule|m_t\,",Economics,1-10,3,"m_t\,",http://en.wikipedia.org/wiki/McCallum_rule,extended,"m subscript t, the natural logarithm of the monetary base at time t in quarters.","<prosody rate=""medium""><emphasis>m subscript t</emphasis><break time=""200ms""/>, the natural logarithm of the monetary base at time <emphasis>t</emphasis> in quarters.</prosody>",3,3,9,study3_r1,9B,5,Nothing was difficult,4,3,3,4.0,2026/06/28 7:53:57 PM OESZ,4,4,3,4,3,Male,35-44,Germany,Master's Degree (or comparable university degree),Economics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,Earbuds,5.2245
32,"http://en.wikipedia.org/wiki/McCallum_rule|m_t\,",Economics,1-10,3,"m_t\,",http://en.wikipedia.org/wiki/McCallum_rule,extended,"m subscript t, the natural logarithm of the monetary base at time t in quarters.","<prosody rate=""medium""><emphasis>m subscript t</emphasis><break time=""200ms""/>, the natural logarithm of the monetary base at time <emphasis>t</emphasis> in quarters.</prosody>",3,3,9,study3_r2,9B,5,Nothing was difficult,4,4,3,4.0,2026/07/04 3:08:54 PM OESZ,4,4,3,4,3,Male,25-34,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Desktop computer,Headphones,5.2245
32,"http://en.wikipedia.org/wiki/McCallum_rule|m_t\,",Economics,1-10,3,"m_t\,",http://en.wikipedia.org/wiki/McCallum_rule,extended,"m subscript t, the natural logarithm of the monetary base at time t in quarters.","<prosody rate=""medium""><emphasis>m subscript t</emphasis><break time=""200ms""/>, the natural logarithm of the monetary base at time <emphasis>t</emphasis> in quarters.</prosody>",3,3,9,study3_r3,9B,4,Nothing was difficult,4,4,4,4.0,2026/07/08 11:49:10 PM OESZ,4,4,4,4,4,Female,55-64,Germany,Master's Degree (or comparable university degree),Humanities and Languages,"Secondary school mathematics (functions, logarithms, trigonometry)",Intermediate (B1-B2),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",5.2245
32,"http://en.wikipedia.org/wiki/McCallum_rule|m_t\,",Economics,1-10,3,"m_t\,",http://en.wikipedia.org/wiki/McCallum_rule,extended,"m subscript t, the natural logarithm of the monetary base at time t in quarters.","<prosody rate=""medium""><emphasis>m subscript t</emphasis><break time=""200ms""/>, the natural logarithm of the monetary base at time <emphasis>t</emphasis> in quarters.</prosody>",3,3,9,study3_r4,9B,5,Nothing was difficult,4,4,4,3.0,2026/07/10 12:03:10 PM OESZ,4,4,4,4,3,Male,35-44,Germany,Bachelor's Degree (or comparable university degree),Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",5.2245
32,"http://en.wikipedia.org/wiki/McCallum_rule|m_t\,",Economics,1-10,3,"m_t\,",http://en.wikipedia.org/wiki/McCallum_rule,extended,"m subscript t, the natural logarithm of the monetary base at time t in quarters.","<prosody rate=""medium""><emphasis>m subscript t</emphasis><break time=""200ms""/>, the natural logarithm of the monetary base at time <emphasis>t</emphasis> in quarters.</prosody>",3,3,9,study3_r5,9B,5,Nothing was difficult,4,4,3,2.0,2026/07/14 1:36:14 AM OESZ,4,4,4,4,3,Male,25-34,Germany,Doctorate / PhD (or comparable university degree),Mathematics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,Headphones,5.2245
34,https://en.wikipedia.org/wiki/Vector_autoregression|{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},Economics,21-30,25,{\displaystyle y_{t}=c+A_{1}y_{t-1}+A_{2}y_{t-2}+e_{t}},https://en.wikipedia.org/wiki/Vector_autoregression,extended,"Lowercase y sub t equals, lowercase c, plus, capital A sub one, times, lowercase y sub t minus one, plus, capital A sub two, times, lowercase y sub t minus two, plus, lowercase e sub t, which is a V A R model with two lags.","<prosody rate=""slow"">Lowercase y sub t equals,<break time=""300ms""/> lowercase c,<break time=""200ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub one</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus one,<break time=""300ms""/> plus,<break time=""250ms""/> <emphasis>capital A sub two</emphasis>,<break time=""200ms""/> times,<break time=""200ms""/> lowercase y sub t minus two,<break time=""300ms""/> plus,<break time=""250ms""/> lowercase e sub t,<break time=""350ms""/> which is a V A R model with two lags.</prosody>",3,4,11,study3_r1,11B,3,Subscripts and indices,3,4,3,2.0,2026/06/28 7:53:57 PM OESZ,4,4,3,4,3,Male,35-44,Germany,Master's Degree (or comparable university degree),Economics;Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,Earbuds,24.999166666666667
